[ 2013-02-27T09:42:25+08:00 ] /yy_v2/y_dd/yconfig/ | NOTIC: [8] Undefined index: account_id CommonAction.class.php 第 20 行.
[ 2013-02-27T09:42:37+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 130 行.
[ 2013-02-27T09:42:37+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 131 行.
[ 2013-02-27T09:42:37+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 132 行.
[ 2013-02-27T09:42:37+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 133 行.
[ 2013-02-27T09:42:37+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined index: aid 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 179 行.
[ 2013-02-27T09:42:37+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 212 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: account_id CommonAction.class.php 第 20 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001555s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.002912s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: aid CategoryAction.class.php 第 15 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: act CategoryAction.class.php 第 16 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `id` = '29' ) LIMIT 1  [ RunTime:0.000438s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '12' ) ORDER BY ordernum desc [ RunTime:0.000873s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_publish` = 1 ) ORDER BY is_default desc,ordernum desc [ RunTime:0.000751s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 41 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 45 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 63 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 67 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 71 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 75 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 79 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 100 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 130 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 131 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 132 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 133 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: aid 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 179 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 212 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined index: account_id CommonAction.class.php 第 20 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001552s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.002936s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined index: aid CategoryAction.class.php 第 15 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined index: act CategoryAction.class.php 第 16 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `id` = '28' ) LIMIT 1  [ RunTime:0.000439s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '12' ) ORDER BY ordernum desc [ RunTime:0.000789s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_publish` = 1 ) ORDER BY is_default desc,ordernum desc [ RunTime:0.000610s ]
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 41 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 45 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 63 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 67 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 71 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 75 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 79 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 100 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 130 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 131 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 132 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 133 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined index: aid 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 179 行.
[ 2013-02-27T09:42:39+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/28/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 212 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: account_id CommonAction.class.php 第 20 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001625s ]
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.002748s ]
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: aid CategoryAction.class.php 第 15 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: act CategoryAction.class.php 第 16 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `id` = '29' ) LIMIT 1  [ RunTime:0.000427s ]
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '12' ) ORDER BY ordernum desc [ RunTime:0.000876s ]
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_publish` = 1 ) ORDER BY is_default desc,ordernum desc [ RunTime:0.000710s ]
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 41 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 45 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 63 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 67 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 71 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 75 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 79 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 100 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 130 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 131 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 132 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 133 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined index: aid 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 179 行.
[ 2013-02-27T09:42:40+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/29/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 212 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined index: account_id CommonAction.class.php 第 20 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001660s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.002980s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined index: aid CategoryAction.class.php 第 15 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined index: act CategoryAction.class.php 第 16 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `id` = '26' ) LIMIT 1  [ RunTime:0.000731s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '12' ) ORDER BY ordernum desc [ RunTime:0.000891s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_publish` = 1 ) ORDER BY is_default desc,ordernum desc [ RunTime:0.000616s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 41 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 45 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 63 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 67 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 71 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 75 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 79 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 100 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 130 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 131 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 132 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 133 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined index: aid 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 179 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/26/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 212 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined index: account_id CommonAction.class.php 第 20 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001906s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.003386s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined index: aid CategoryAction.class.php 第 15 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined index: act CategoryAction.class.php 第 16 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `id` = '37' ) LIMIT 1  [ RunTime:0.000441s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '12' ) ORDER BY ordernum desc [ RunTime:0.000856s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 3 ) AND ( `is_publish` = 1 ) ORDER BY is_default desc,ordernum desc [ RunTime:0.000675s ]
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 41 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 45 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 63 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 67 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 71 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 75 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 79 行.
[ 2013-02-27T09:42:41+08:00 ] /yy_v2/y_dd/yconfig/index.php/Category/edit/id/37/aid/ | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 100 行.
